Date & Time,use [kW],gen [kW],FurnaceHRV [kW],CellarOutlets [kW],WashingMachine [kW],FridgeRange [kW],DisposalDishwasher [kW],KitchenLights [kW],BedroomOutlets [kW],BedroomLights [kW],MasterOutlets [kW],MasterLights [kW],DuctHeaterHRV [kW],calculated_use,temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
2016-01-01 18:00:00,0.0,0.0,0.043825832999999995,0.057165833,0.0003005555,0.001087222,0.0002169445,2.30555e-05,0.010075,0.023546111,0.011156389,0.013959444500000001,8.305549999999999e-05,0.1614394435,34.81,cloudy,0.66,10.0,Overcast,34.81,1012.92,2.65,1.0,1451671200,273.0,0.0,24.64,0.0
2016-01-01 19:00:00,0.0,0.0,0.1052177775,0.0650380555,0.000536667,0.0009105555,0.00026027799999999996,3.7222000000000004e-05,0.0230983335,0.027243611,0.021011111,0.020473889,8.94445e-05,0.26391694450000003,34.72,clear-day,0.68,9.59,Clear,29.36,1012.32,6.16,0.0,1451674800,277.0,0.0,25.39,0.0
2016-01-01 20:00:00,0.0,0.0,0.1185883335,0.060848611,0.0005913884999999999,0.0010180555,0.000295278,6.4722e-05,0.0196566665,0.0057230555,0.019748889,0.0152577775,7.91665e-05,0.2418719435,34.45,clear-day,0.69,4.9,Clear,28.48,1012.1,6.95,,1451678400,283.0,0.0,25.36,0.0
2016-01-01 21:00:00,0.0,0.0,0.1630541665,0.0667230555,0.00075,0.000900833,0.0003155555,6.8333e-05,0.017129167,0.0047469439999999995,0.018236111,0.014252778,8.94445e-05,0.286266388,33.19,partly-cloudy-day,0.71,9.88,Mostly Cloudy,24.59,1012.25,11.29,0.75,1451682000,270.0,0.0024,24.68,0.07
2016-01-01 22:00:00,0.0,0.0,0.1266536115,0.0682519445,0.0006105555,0.0009108335,0.000297778,6.194450000000001e-05,0.017117778,0.0047588890000000005,0.0182175,0.014276111000000001,7.94445e-05,0.25123639,32.51,partly-cloudy-night,0.72,6.36,Partly Cloudy,23.94,1012.55,10.84,0.31,1451685600,270.0,0.0,24.66,0.0
2016-01-01 23:00:00,0.0,0.0,0.1258083335,0.06614305549999999,0.00019416650000000002,0.000973611,0.000184444,3.58335e-05,0.0150975,0.0048547225,0.016886111000000002,0.014298611,5.4166500000000004e-05,0.24453055499999998,31.08,partly-cloudy-night,0.71,6.16,Partly Cloudy,22.95,1013.12,9.32,0.31,1451689200,267.0,0.0,22.79,0.0
2016-01-02 00:00:00,0.0,0.0,0.053024167000000004,0.0645891665,6.33335e-05,0.0009963889999999999,0.0001105555,2.4721999999999998e-05,0.0141227775,0.00468,0.015366111500000001,0.014087778,3.58335e-05,0.167100834,30.68,partly-cloudy-night,0.67,9.57,Partly Cloudy,21.54,1013.54,11.11,0.55,1451692800,285.0,0.0,20.91,0.0
2016-01-02 01:00:00,0.0,0.0,0.0367769445,0.06511805600000001,3.58335e-05,0.00103,2.6111e-05,1.05555e-05,0.0141108335,0.0046430555,0.0153591665,0.0139252775,1.94445e-05,0.15105527800000002,30.46,partly-cloudy-night,0.64,9.97,Partly Cloudy,22.93,1013.7,8.06,0.31,1451696400,266.0,0.0,19.68,0.0
2016-01-02 02:00:00,0.0,0.0,0.0393941665,0.0622802775,3.2222e-05,0.0010355555,2.8332999999999998e-05,1.05555e-05,0.014204722,0.0046727775,0.0154880555,0.014034722,2e-05,0.15120138700000002,30.02,partly-cloudy-night,0.58,9.88,Partly Cloudy,20.45,1013.7,11.66,0.26,1451700000,270.0,0.0,17.24,0.0
2016-01-02 03:00:00,0.0,0.0,0.0305572225,0.055961389,3.2777499999999996e-05,0.001036667,2.44445e-05,9.1665e-06,0.014168611000000001,0.004667222,0.015445278,0.0140066665,1.86115e-05,0.13592805600000002,29.92,partly-cloudy-night,0.57,10.0,Partly Cloudy,20.73,1013.67,10.82,0.36,1451703600,268.0,0.0,16.75,0.0
2016-01-02 04:00:00,0.0,0.0,0.40992305549999997,0.056128333499999995,0.0010763885,0.000908889,0.000223611,5.69445e-05,0.0140958335,0.0046988885,0.0152925,0.014082500000000001,9.27775e-05,0.5165797215000001,29.76,clear-night,0.58,10.0,Clear,19.62,1013.68,12.78,0.2,1451707200,264.0,0.0,16.98,0.0
2016-01-02 05:00:00,0.0,0.0,0.6280866665,0.055436110999999996,0.0017147220000000001,0.000824722,0.0003330555,8.91665e-05,0.013873333500000001,0.004669167,0.014986667,0.013941389,0.000134722,0.734089722,29.07,clear-night,0.61,10.0,Clear,18.99,1013.89,12.25,0.23,1451710800,279.0,0.0,17.5,0.0
2016-01-02 06:00:00,0.0,0.0,0.499385278,0.056125,0.001304722,0.000868611,0.0002730555,7.08335e-05,0.013923889,0.0046269445,0.014988889,0.0138316665,0.0001080555,0.6055069445000001,28.87,partly-cloudy-night,0.64,10.0,Partly Cloudy,19.02,1013.88,11.64,0.37,1451714400,266.0,0.0,18.12,0.0
2016-01-02 07:00:00,0.0,0.0,0.430826667,0.056530555499999996,0.0010869445,0.0008919444999999999,0.0002502775,6.75e-05,0.0140852775,0.004646111499999999,0.015159167,0.0139094445,9.72225e-05,0.5375511119999998,28.74,clear-night,0.66,10.0,Clear,17.98,1014.0,13.6,0.2,1451718000,269.0,0.0,18.87,0.0
2016-01-02 08:00:00,0.0,0.0,0.16021722200000002,0.0622066665,0.0003819445,0.0010780555,0.00019333300000000001,4.22225e-05,0.0140080555,0.0046433329999999995,0.0150919445,0.0138563885,6.05555e-05,0.271779721,28.82,clear-night,0.66,9.87,Clear,17.87,1014.03,14.11,,1451721600,261.0,0.0,19.01,0.0
2016-01-02 09:00:00,0.0,0.0,0.0325463885,0.0662044445,3.3055499999999995e-05,0.0009933335,0.000116111,1.7777499999999997e-05,0.0119980555,0.0062452775,0.0134230555,0.016563611,4.25e-05,0.14818361000000002,28.86,cloudy,0.68,10.0,Overcast,18.95,1013.96,11.76,1.0,1451725200,261.0,0.0,19.59,0.0
2016-01-02 10:00:00,0.0,0.0,0.0390780555,0.064531389,3.5833e-05,0.0036836115,0.00011055550000000001,1.2222000000000001e-05,0.007211111,0.0046358335,0.008371389,0.024248055499999997,5.8889e-05,0.1519769445,28.71,partly-cloudy-night,0.67,10.0,Partly Cloudy,17.98,1014.1,13.49,0.31,1451728800,258.0,0.0,19.08,0.0
2016-01-02 11:00:00,0.0,0.0,0.03862500000000001,0.062292778,4.4999999999999996e-05,0.001782222,0.0003047225,4.9166500000000004e-05,0.007116111,0.004581944,0.0081769445,0.0138069445,8.75e-05,0.13686833299999998,28.25,partly-cloudy-night,0.66,9.94,Partly Cloudy,18.66,1014.48,10.77,0.31,1451732400,265.0,0.0,18.31,0.0
2016-01-02 12:00:00,0.0,0.0,0.3860716665,0.064444444,0.001026667,0.001335,0.0003558335,7.16665e-05,0.00713,0.0046533335000000006,0.008183889,0.013983333,0.0001316665,0.48738749949999993,28.2,partly-cloudy-night,0.64,10.0,Mostly Cloudy,17.51,1014.86,13.1,0.74,1451736000,266.0,0.0,17.57,0.0
2016-01-02 13:00:00,0.0,0.0,0.5471611115,0.069286389,0.001456111,0.0011427775,0.0003708335,8.7222e-05,0.0071166665,0.0046911109999999995,0.0134008335,0.014046111,0.000139167,0.6588983334999999,28.16,partly-cloudy-day,0.62,10.0,Partly Cloudy,17.88,1015.31,12.17,0.31,1451739600,265.0,0.0,16.88,0.0
2016-01-02 14:00:00,0.0,0.0,0.43954388850000004,0.060000555500000004,0.001121389,0.000848889,0.00033138899999999997,7.41665e-05,0.007105,0.004668889000000001,0.012255555500000001,0.013940833,0.000123611,0.540014166,29.87,clear-day,0.58,10.0,Clear,20.06,1015.74,12.09,0.11,1451743200,265.0,0.0,16.72,0.0
2016-01-02 15:00:00,0.0,0.0,0.473194722,0.1160333335,0.0012591665,0.000994722,0.000337222,7.05555e-05,0.007086389,0.007764999999999999,0.0080897225,0.016286667,0.00013777800000000002,0.631255278,30.44,partly-cloudy-day,0.58,9.94,Partly Cloudy,20.97,1016.04,11.67,0.39,1451746800,258.0,0.0,17.4,0.0
2016-01-02 16:00:00,0.0,0.0,0.08592944450000001,0.115914722,0.0002141665,0.0009716665000000001,0.0001394445,2.3333000000000002e-05,0.0092466665,0.004935556,0.010271944500000001,0.0150575,5.22225e-05,0.2427566665,31.47,partly-cloudy-day,0.55,10.0,Partly Cloudy,22.12,1015.66,12.01,0.31,1451750400,272.0,0.0,17.31,0.0
2016-01-02 17:00:00,0.0,0.0,0.023645,0.0657855555,2.75e-05,0.001109722,0.000122222,1.2778e-05,0.0102005555,0.012355,0.011350277999999998,0.016532777499999998,5.02775e-05,0.141191666,32.52,partly-cloudy-day,0.52,10.0,Partly Cloudy,24.26,1014.84,10.22,0.26,1451754000,277.0,0.0,16.78,0.0
2016-01-02 18:00:00,0.0,0.0,0.065568333,0.065013611,6.94445e-05,0.00101,9.1667e-05,2.778e-06,0.0102866665,0.026261944500000002,0.0114227775,0.014071111,5.4999999999999995e-05,0.19385333300000002,32.51,partly-cloudy-day,0.52,10.0,Partly Cloudy,22.66,1014.4,13.87,0.51,1451757600,253.0,0.0,16.78,0.0
2016-01-02 19:00:00,0.0,0.0,0.03325,0.0663425,4.1667000000000006e-05,0.0010022225,0.0001077775,6.1115e-06,0.023128889,0.0380194445,0.021011389,0.0188883335,5.05555e-05,0.20184889,32.66,partly-cloudy-day,0.55,10.0,Partly Cloudy,25.04,1013.75,9.07,0.31,1451761200,275.0,0.0,18.34,0.0
2016-01-02 20:00:00,0.0,0.0,0.107218611,0.063924722,0.00012055550000000001,0.0009602775,0.0002005555,4.02775e-05,0.0206516665,0.0052233335,0.021071111500000003,0.0207844445,5.16665e-05,0.2402472215,32.44,partly-cloudy-day,0.57,10.0,Partly Cloudy,23.63,1013.65,11.36,0.31,1451764800,268.0,0.0,18.92,0.0
2016-01-02 21:00:00,0.0,0.0,0.13285694450000002,0.063635,0.00017777800000000002,0.0009594445,0.000200278,4.4166500000000005e-05,0.0170986115,0.004718333,0.018269444500000002,0.0141536115,5.1389000000000006e-05,0.252165001,32.39,partly-cloudy-day,0.59,10.0,Mostly Cloudy,24.77,1013.68,8.94,0.6,1451768400,270.0,0.0,19.87,0.0
2016-01-02 22:00:00,0.0,0.0,0.1011325,0.068793611,0.000102222,0.0011019445,0.00017861100000000001,3.8611e-05,0.017025,0.004692221999999999,0.0181808335,0.0141044445,4.75e-05,0.22539749950000004,32.17,clear-night,0.6,10.0,Clear,26.08,1013.55,6.47,,1451772000,252.0,0.0,20.01,0.0
2016-01-02 23:00:00,0.0,0.0,0.1230952775,0.075074722,0.000172222,0.000967778,0.00016944399999999999,3.6111e-05,0.015006667,0.0046919445,0.016773889,0.0140983335,4.80555e-05,0.250134444,32.23,clear-night,0.6,10.0,Clear,24.84,1013.55,8.48,,1451775600,250.0,0.0,19.94,0.0
2016-01-03 00:00:00,0.0,0.0,0.068248611,0.072563611,9.33335e-05,0.001006389,0.00010611099999999999,2.1389e-05,0.0141494445,0.004694166499999999,0.0155075,0.0141269445,3.6389e-05,0.19055388899999998,32.33,cloudy,0.59,10.0,Overcast,23.87,1013.59,10.53,1.0,1451779200,259.0,0.0,19.43,0.0
2016-01-03 01:00:00,0.0,0.0,0.025643889,0.0722455555,3.08335e-05,0.0010505555,3.5832999999999994e-05,9.999999999999999e-06,0.014328055499999999,0.004726389,0.015786388499999998,0.0142794445,2.1389e-05,0.148158333,32.3,clear-night,0.6,10.0,Clear,25.55,1013.49,7.47,,1451782800,263.0,0.0,20.09,0.0
2016-01-03 02:00:00,0.0,0.0,0.042862777500000004,0.070866389,4.1111e-05,0.0010516664999999999,2.7778000000000004e-05,1.05555e-05,0.0143272225,0.00473,0.015777778,0.0142297225,2.05555e-05,0.16394555600000002,32.21,clear-night,0.59,10.0,Clear,24.76,1013.27,8.58,,1451786400,251.0,0.0,19.39,0.0
2016-01-03 03:00:00,0.0,0.0,0.0283955555,0.071663611,3.1389e-05,0.0010519445000000001,1.8611500000000003e-05,7.222500000000001e-06,0.014234722,0.004705,0.015653610999999998,0.0141266665,1.75e-05,0.1499058335,32.03,cloudy,0.59,10.0,Overcast,25.16,1012.35,7.56,1.0,1451790000,258.0,0.0,19.53,0.0
2016-01-03 04:00:00,0.0,0.0,0.4004972225,0.0718838885,0.0010419445000000001,0.0009311110000000001,0.0002166665,5.66665e-05,0.014134722499999999,0.0047258335,0.015467222499999999,0.014174444500000001,8.833300000000001e-05,0.5232180555000001,31.89,clear-night,0.61,10.0,Clear,25.85,1011.79,6.33,,1451793600,251.0,0.0,20.04,0.0
2016-01-03 05:00:00,0.0,0.0,0.7320672225,0.067792778,0.00204,0.0008175,0.00038861099999999997,0.00011166649999999999,0.0139722225,0.0047174999999999995,0.0151972225,0.014135833,0.000153611,0.851394167,31.89,clear-night,0.62,10.0,Clear,26.25,1011.35,5.81,,1451797200,250.0,0.0,20.18,0.0
2016-01-03 06:00:00,0.0,0.0,0.7009141665,0.063926111,0.0019222224999999999,0.0008191665,0.000389167,0.0001125,0.0139777775,0.004696110999999999,0.01515,0.0140880555,0.00014722200000000002,0.8161424995,31.65,partly-cloudy-night,0.62,10.0,Mostly Cloudy,25.01,1010.55,7.09,0.75,1451800800,240.0,0.0,20.02,0.0
2016-01-03 07:00:00,0.0,0.0,0.5808044445,0.06457500000000001,0.0015552775,0.0008258335,0.000383889,0.000107222,0.014080833000000001,0.0046963885,0.0152233335,0.0141161115,0.0001352775,0.6965036105,30.85,clear-night,0.63,10.0,Clear,25.55,1010.02,5.19,0.23,1451804400,239.0,0.0,19.77,0.0
2016-01-03 08:00:00,0.0,0.0,0.1802822225,0.06594,0.0004694445,0.0013444445,0.0001955555,5.02775e-05,0.0140380555,0.0048544445,0.0152125,0.013922222500000001,6.3611e-05,0.296372778,30.04,partly-cloudy-night,0.65,10.0,Partly Cloudy,24.21,1009.54,5.62,0.3,1451808000,229.0,0.0,19.89,0.0
2016-01-03 09:00:00,0.0,0.0,0.030918888999999998,0.0648933335,3.75e-05,0.0009972219999999999,0.00010472199999999999,1.6667e-05,0.0112155555,0.007191111,0.012448888500000001,0.015922778,3.83335e-05,0.143785,29.24,clear-night,0.66,10.0,Clear,24.54,1008.92,4.31,0.04,1451811600,252.0,0.0,19.17,0.0
2016-01-03 10:00:00,0.0,0.0,0.026026944,0.0646252775,2.69445e-05,0.0010127775,5.75e-05,1.111e-06,0.0056941665,0.0074830555,0.006878611,0.01519,3.8333e-05,0.12703472049999998,28.37,clear-night,0.67,10.0,Clear,21.19,1008.21,6.9,0.02,1451815200,200.0,0.0,18.75,0.0
2016-01-03 11:00:00,0.0,0.0,0.0724069445,0.0639316665,7.2778e-05,0.0010083334999999999,5.55555e-05,4.9999999999999996e-06,0.005218611,0.0045608335,0.0063288885,0.013781111,3.91665e-05,0.16740888850000002,25.66,clear-night,0.75,10.0,Clear,17.78,1008.03,7.1,0.02,1451818800,203.0,0.0,18.87,0.0
2016-01-03 12:00:00,0.0,0.0,0.134008611,0.1165433335,0.0002375,0.001009722,5.41665e-05,8.333499999999999e-06,0.005219444,0.004590278,0.009646389,0.0137994445,4.0833e-05,0.285158055,24.43,partly-cloudy-night,0.8,10.0,Partly Cloudy,16.82,1008.2,6.45,0.26,1451822400,198.0,0.0,19.12,0.0
2016-01-03 13:00:00,0.0,0.0,0.1136991665,0.11628638899999999,0.0001547225,0.000995833,7.1389e-05,1.19445e-05,0.005184722,0.0045891665,0.0127408335,0.013708611499999999,3.7500000000000003e-05,0.26748027799999996,26.01,partly-cloudy-day,0.78,10.0,Partly Cloudy,18.43,1008.09,6.8,0.25,1451826000,201.0,0.0,20.07,0.0
2016-01-03 14:00:00,0.0,0.0,0.168883611,0.064524722,0.000253611,0.001346667,9.361100000000001e-05,1.1388999999999999e-05,0.0052127775,0.005894999999999999,0.008741388499999999,0.0155369445,5.4444e-05,0.2705541655,28.71,clear-day,0.73,10.0,Clear,21.09,1008.34,7.63,0.14,1451829600,196.0,0.0,21.24,0.0
2016-01-03 15:00:00,0.0,0.0,0.11150388900000001,0.0668175,0.000121944,0.0010211115,3.6111e-05,4.1665e-06,0.0052408335,0.004601389,0.0064019445,0.013888610999999999,3.9166500000000005e-05,0.2096766665,30.86,partly-cloudy-day,0.7,9.97,Partly Cloudy,23.53,1008.49,7.88,0.42,1451833200,213.0,0.0,22.19,0.0
2016-01-03 16:00:00,0.0,0.0,0.114003889,0.0805997225,0.0001633335,0.0009930555,0.0001033335,1.58335e-05,0.0052055555,0.0045919445,0.006316389,0.0138205555,5.25e-05,0.22586611199999998,33.27,clear-day,0.65,10.0,Clear,27.11,1007.9,6.89,0.09,1451836800,212.0,0.0,22.86,0.0
2016-01-03 17:00:00,0.0,0.0,0.0330516665,0.0761175,4.3888500000000005e-05,0.001118611,0.0001119445,1.41665e-05,0.0052094445,0.0045883335,0.0063408335,0.013828055499999999,4.52775e-05,0.1404697215,35.39,clear-day,0.6,9.98,Clear,28.73,1006.94,8.44,0.14,1451840400,229.0,0.0,23.06,0.0
2016-01-03 18:00:00,0.0,0.0,0.0642308335,0.07834250000000001,9.22225e-05,0.0010325,8.69445e-05,1.0556e-05,0.005209999999999999,0.004601389,0.006346389,0.013816388499999999,4.52775e-05,0.17381500049999998,36.55,partly-cloudy-day,0.58,10.0,Partly Cloudy,29.15,1006.59,10.48,0.49,1451844000,246.0,0.0,23.35,0.0
2016-01-03 19:00:00,0.0,0.0,0.1339858335,0.07053166649999999,0.0001944445,0.0009869445,8.9167e-05,8.055500000000001e-06,0.016646111,0.019071389,0.0154666665,0.020632499999999998,5.2778e-05,0.27766555600000004,37.3,partly-cloudy-day,0.58,10.0,Partly Cloudy,30.24,1006.63,10.14,0.31,1451847600,247.0,0.0,23.83,0.0
2016-01-03 20:00:00,0.0,0.0,0.1865291665,0.064616389,0.00033666649999999996,0.0009797224999999999,0.0001291665,2.8611e-05,0.0127294445,0.0046766665,0.0134519445,0.014044721999999999,5.1667000000000005e-05,0.29757416649999996,36.8,partly-cloudy-day,0.58,10.0,Partly Cloudy,29.56,1006.99,10.26,0.31,1451851200,258.0,0.0,23.56,0.0
2016-01-03 21:00:00,0.0,0.0,0.18548277800000001,0.0648008335,0.000307778,0.0009883335,0.0001305555,2.8611e-05,0.0122825,0.0046988889999999995,0.0136075,0.0142002775,5.13885e-05,0.2965794445,36.57,partly-cloudy-day,0.6,10.0,Partly Cloudy,29.73,1007.48,9.3,0.39,1451854800,258.0,0.0,24.01,0.0
2016-01-03 22:00:00,0.0,0.0,0.2235791665,0.0663694445,0.00044694449999999996,0.0014394445,0.0002283335,4.75e-05,0.0122016665,0.0047283335,0.013474722,0.0143016665,7.33335e-05,0.33689055549999997,36.18,partly-cloudy-night,0.61,10.0,Partly Cloudy,28.89,1007.99,10.02,0.31,1451858400,261.0,0.0,23.99,0.0
2016-01-03 23:00:00,0.0,0.0,0.192458889,0.0659030555,0.00034500000000000004,0.000971389,0.000183611,3.83335e-05,0.0122041665,0.00472,0.0134863885,0.0142725,6.194450000000001e-05,0.3046452775,35.88,clear-night,0.62,10.0,Clear,27.5,1008.69,12.4,0.1,1451862000,267.0,0.0,24.11,0.0
2016-01-04 00:00:00,0.0,0.0,0.139202778,0.066261389,0.00019472199999999998,0.0010255555,8.27775e-05,1.9722e-05,0.012306389000000001,0.004726111,0.013649722,0.0142880555,3.94445e-05,0.251796666,35.58,partly-cloudy-night,0.63,10.0,Mostly Cloudy,29.06,1009.29,8.26,0.6,1451865600,266.0,0.0,24.31,0.0
2016-01-04 01:00:00,0.0,0.0,0.112441389,0.07659250000000001,0.000157222,0.0010419445000000001,5.8611500000000006e-05,1.6389000000000002e-05,0.012304722,0.0047227775,0.013641389,0.014260555500000001,3.4167e-05,0.23527166700000002,34.76,partly-cloudy-night,0.67,9.97,Partly Cloudy,28.29,1009.76,7.86,0.31,1451869200,270.0,0.0,24.9,0.0
2016-01-04 02:00:00,0.0,0.0,0.0933141665,0.073559167,9.05555e-05,0.0010461115,4.75e-05,1.3889e-05,0.012287778,0.004712222,0.0136197225,0.014241667,3.05555e-05,0.2129633345,34.18,partly-cloudy-night,0.69,9.98,Partly Cloudy,29.11,1010.1,5.64,0.26,1451872800,257.0,0.0,25.21,0.0
2016-01-04 03:00:00,0.0,0.0,0.102291944,0.07280500000000001,0.000111111,0.001046389,5.2222e-05,1.3333e-05,0.012353611,0.0047280555,0.0137097225,0.0143380555,3.1666999999999993e-05,0.22148111050000002,33.1,clear-night,0.73,9.4,Clear,26.51,1010.11,7.48,0.23,1451876400,266.0,0.0,25.36,0.0
2016-01-04 04:00:00,0.0,0.0,0.49410583350000004,0.077061111,0.0013091665,0.0009138885,0.000258889,6.7222e-05,0.0122427775,0.0047525,0.013509722,0.014360833,0.00010666700000000001,0.6186886100000001,32.1,clear-night,0.77,7.84,Clear,25.03,1010.32,7.9,0.14,1451880000,277.0,0.0,25.8,0.0
2016-01-04 05:00:00,0.0,0.0,0.6984411115,0.074606111,0.001935,0.0008361110000000001,0.0003655555,0.0001027775,0.012048333500000001,0.0047172225,0.013210555499999999,0.0141819445,0.000147222,0.8205919444999998,31.28,clear-night,0.78,8.91,Clear,22.91,1010.54,9.84,0.18,1451883600,282.0,0.0,25.12,0.0
2016-01-04 06:00:00,0.0,0.0,0.7683666665,0.0675244445,0.0021519445,0.0007744445,0.0004261115,0.000122222,0.011841389,0.004637778,0.012893889,0.0138975,0.0001669445,0.8828033339999999,29.2,partly-cloudy-night,0.67,9.74,Partly Cloudy,19.19,1011.2,12.17,0.4,1451887200,276.0,0.0,19.68,0.0
2016-01-04 07:00:00,0.0,0.0,0.654008889,0.0645458335,0.0018047220000000001,0.001137222,0.00038138850000000004,0.0001075,0.011938333499999999,0.004647778,0.012738611,0.0146255555,0.00014722200000000002,0.7660830550000001,27.45,partly-cloudy-night,0.68,9.9,Partly Cloudy,17.83,1011.81,10.47,0.31,1451890800,299.0,0.0,18.44,0.0
2016-01-04 08:00:00,0.0,0.0,0.19014999999999999,0.087858889,0.00044138900000000004,0.0011127774999999999,6.9722e-05,5e-06,0.005322222,0.009173889000000001,0.0063575,0.019209167,6.25e-05,0.31976305550000006,25.59,partly-cloudy-night,0.66,9.75,Partly Cloudy,15.8,1012.82,9.98,0.31,1451894400,284.0,0.0,15.72,0.0
2016-01-04 09:00:00,0.0,0.0,0.0445319445,0.094062778,4.25e-05,0.0010416665,1.19445e-05,2.5e-06,0.0052675,0.0045966670000000005,0.006441110999999999,0.013840833,2.66665e-05,0.169866111,24.09,partly-cloudy-night,0.68,8.19,Mostly Cloudy,14.12,1013.18,9.67,0.75,1451898000,296.0,0.0,15.06,0.0
